Greek Translation (Google Translate),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
παγετώνας,0,0,0,0,0,0,0,0,0,0
χαρούμενος,1,0,0,1,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
γυαλιά,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,0
,1,0,0,1,0,0,1,0,1,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,0,0,0,0,0,0
σφαίρα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
ζοφερός,0,1,0,0,0,0,0,1,0,0
,1,0,0,0,0,0,1,0,0,0
,1,0,0,1,0,0,1,0,1,1
δόξα,1,0,0,1,0,0,1,0,0,1
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
γάντι,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,1
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,1,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,0,0,0
κατσίκα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ναύτης,0,0,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
δαιμόνιο,0,1,0,0,1,1,0,0,0,0
θεός,1,0,0,1,0,1,1,0,0,1
θεά,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,1
,1,0,0,0,0,0,1,0,1,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
χρυσός,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,1,0,0
κόλλα,0,1,0,0,1,0,0,0,0,0
καλός,1,0,0,1,0,0,1,0,1,1
Αντίο,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,1,1
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
γεωμύξ,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,1,0,0
,0,1,0,0,1,0,0,0,0,0
υπέροχος,1,0,0,0,0,0,1,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,1,0,0
Ευαγγέλιο,1,0,0,0,0,0,0,0,0,1
κουτσομπολεύω,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
αρθρίτιδα,0,1,0,0,0,0,0,0,0,0
κυβερνώ,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
κυβέρνηση,0,1,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
αρπάζω,0,1,1,0,0,0,0,0,0,0
χάρη,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
ελεήμων,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,1,1,0,1,1
,0,0,0,0,0,0,0,0,0,0
γραμμάριο,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
μεγαλειώδης,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,1
,1,0,0,0,0,0,0,0,0,0
παππούς,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
γιαγιά,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,1
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κοκκώδης,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
σταφύλια,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,1,0,0,0,0,0,0
γρασίδι,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
σχάρα,0,1,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
ευγνώμων,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,1,0
,0,1,1,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
τάφος,0,1,0,0,0,1,0,1,0,0
χαλίκι,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
γκρί,0,0,0,0,1,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
γράσο,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,1,1
,0,1,1,0,1,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
πράσινος,1,0,0,0,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
χαιρετώ,0,0,0,0,0,0,0,0,0,0
χαιρετισμός,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
θλίψη,0,1,0,0,0,0,0,1,0,0
,0,1,1,0,1,0,0,1,0,0
,0,1,0,0,0,1,0,1,0,0
,0,1,1,0,0,1,0,1,0,0
γρύπας,0,0,0,0,0,0,0,0,0,0
εσχάρα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
βλοσυρός,0,1,1,1,1,1,0,1,0,0
,0,1,0,0,1,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
,1,0,0,1,0,0,1,0,1,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
λαβή,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,1,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
χαλίκι,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,1,0,0,1,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,0,0,0
ακαθάριστο,0,1,0,0,1,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
έδαφος,0,0,0,0,0,0,0,0,0,1
γειωμένη,0,1,0,0,0,1,0,1,0,0
,0,1,0,0,0,0,0,0,0,0
λόγους,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
ομάδα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
καλλιεργώ,1,0,0,1,0,0,1,0,0,1
,0,1,1,0,0,1,0,0,0,0
,0,1,1,0,1,1,0,0,0,0
ανάπτυξη,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
,0,1,1,0,1,0,0,0,0,0
,0,1,1,0,1,0,0,0,0,0
στριφνός,0,1,1,0,1,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,1,0,0,0,1
,0,0,0,0,0,0,0,0,0,1
κηδεμόνας,1,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,1,0,0,0,1,0,0,0,0
εικασία,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
οδηγός,1,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,1,1,1,1,0,1,0,0
ενοχή,0,1,0,0,1,0,0,1,0,0
ένοχος,0,1,1,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
κιθάρα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,1,0
κόμμι,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
όπλο,0,1,1,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
έκχυση,0,1,0,0,1,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
υδρορροή,0,0,0,0,1,0,0,0,0,0
άνθρωπος,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
γυμναστική,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
αθίγγανος,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
στρίγγλα,0,1,0,0,1,1,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,1,1,0,0,0,0,0,0,0,1
μαλλιά,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
ήμισυ,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
αίθουσα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,1,0,0
,0,1,0,0,0,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
σφυρί,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
αιώρα,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,1,0,0
χέρι,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
λαβή,0,0,0,0,0,0,0,0,0,0
όμορφος,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,1,0,0
,0,1,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
τύχη,0,0,0,1,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0
συμβαίνω,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
ευτυχία,1,0,0,1,0,0,1,0,0,0
ευτυχισμένος,1,0,0,1,0,0,1,0,0,1
,0,1,1,0,1,0,0,0,0,0
παρενοχλώντας,0,0,1,0,0,0,0,0,0,0
,0,1,1,1,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
βλάβη,0,1,0,0,0,1,0,0,0,0
,0,1,1,0,1,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
αρμονία,1,0,0,0,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,1,1,0,0,0,0,1,0,0
,0,1,1,0,0,1,0,0,0,0
αρσενικό ελάφι,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,0
χασίσι,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
καπέλο,0,0,0,0,0,0,0,0,0,0
άνοιγμα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
μισώ,0,1,1,0,1,1,0,1,0,0
,0,1,1,0,1,1,0,1,0,0
,0,1,1,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,1,0,0
,0,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,1,0,0,0,1,0,1,0,0
,1,0,0,0,0,0,0,0,0,1
,0,1,1,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κίνδυνος,0,1,0,0,0,1,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
ομίχλη,0,1,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κεφάλι,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
επικεφαλίδα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
θεραπεύω,1,0,0,0,0,0,1,0,0,1
φαρμακευτικός,1,0,0,1,0,0,1,0,0,1
υγεία,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
υγιής,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ακούω,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,1,0,0
καρδιά,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,1,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,1,0,1
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0
θερμότητα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
ερείκη,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
σηκώνω,0,0,0,0,0,0,0,0,0,0
ουράνιος,1,0,0,1,0,0,1,0,0,1
,1,0,0,0,0,0,1,0,0,1
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
φράχτης,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,1,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0
φτέρνα,0,1,0,0,0,0,0,0,0,0
τακούνια,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κόλαση,0,1,1,0,1,1,0,1,0,0
,0,1,1,0,1,1,0,1,0,0
τιμόνι,0,0,0,0,0,0,0,0,0,0
κράνος,1,0,0,0,0,1,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
χρήσιμος,1,0,0,0,0,0,1,0,0,1
,0,1,0,0,0,1,0,1,0,0
,0,1,0,0,0,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ημισφαίριο,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,1,0,1,0,0
,0,1,0,0,0,0,0,0,0,0
κάνναβις,0,0,0,0,0,0,0,0,0,0
κότα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κήρηξ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
βότανο,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κληρονομικός,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
,0,1,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0
ερημίτης,0,0,0,0,0,0,0,1,0,1
κήλη,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,1,1
,1,0,0,0,0,0,1,0,1,1
,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,1,0,0,1,0,0,1,0,1,1
,0,1,0,0,1,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
λαξεύω,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κεκρυμμένος,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
,0,1,0,0,1,1,0,1,0,0
,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ψηλά,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,1,0,1,0,1,1,0,1,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,1,0
,1,0,0,0,0,0,1,0,0,0
λόφος,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,1,0,0,0,0,0,0,0,0
μεντεσές,0,0,0,0,0,0,0,0,0,0
υπαινιγμός,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ισχίο,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
ενοικίαση,1,0,0,1,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ιστορικός,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ιστορία,0,0,0,0,0,0,0,0,0,0
επιτυχία,0,1,1,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,1,1,0,1,0,0,1,1,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
,0,1,0,0,0,0,0,1,0,0
χακί,0,0,0,0,0,0,0,0,0,0
σκαπάνη,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
Κρατήστε,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
τρύπα,0,0,0,0,0,0,0,0,0,0
αργία,1,0,0,1,0,0,1,0,0,0
,1,0,0,1,0,1,1,0,1,1
κοίλος,0,1,0,0,0,0,0,1,0,0
,0,1,1,0,1,1,0,1,0,0
άγιος,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,1,1,1,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
Homestead,0,0,0,0,0,0,0,0,0,0
δουλεια για το ΣΠΙΤΙ,0,0,0,0,0,1,0,0,0,0
,0,1,1,0,0,1,0,0,0,0
ανθρωποκτονία,0,1,1,0,1,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
ακονίζω,0,0,0,0,0,0,0,0,0,0
τίμιος,1,0,1,0,1,1,1,1,0,1
,1,0,0,0,0,0,0,0,0,1
μέλι,1,0,0,0,0,0,0,0,0,0
κηρήθρα,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,1,1
,0,0,0,0,0,0,0,0,0,0
τιμή,1,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
κουκούλα,0,1,1,0,1,1,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
άγκιστρο,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κρίκος,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,0,0,0,0,0
λυκίσκος,0,0,0,0,0,0,0,0,0,0
ελπίδα,1,0,0,1,0,0,1,0,1,1
ελπιδοφόρος,1,0,0,1,0,0,1,0,1,1
,0,1,0,0,0,1,0,1,0,0
,0,1,1,0,1,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,1,0
,1,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
φρικτός,0,1,1,0,1,1,0,0,0,0
